Ch 1 (s)	 Ch 1 (Volts)	 Ch 2 (s)	 Ch 2 (Volts)
     3.868E-3	     0.0000	      3.868E-3	     0.0000
     3.872E-3	     0.0000	      3.872E-3	      80.00E-3
     3.876E-3	     0.0000	      3.876E-3	     0.0000
     3.880E-3	     0.0000	      3.880E-3	     0.0000
     3.884E-3	     0.0000	      3.884E-3	     0.0000
     3.888E-3	     0.0000	      3.888E-3	     0.0000
     3.892E-3	     0.0000	      3.892E-3	     0.0000
     3.896E-3	     0.0000	      3.896E-3	     0.0000
     3.900E-3	     0.0000	      3.900E-3	     0.0000
     3.904E-3	     0.0000	      3.904E-3	     0.0000
     3.908E-3	     0.0000	      3.908E-3	     0.0000
     3.912E-3	     0.0000	      3.912E-3	      80.00E-3
     3.916E-3	      80.00E-3	      3.916E-3	     0.0000
     3.920E-3	     0.0000	      3.920E-3	     0.0000
     3.924E-3	     0.0000	      3.924E-3	      80.00E-3
     3.928E-3	     0.0000	      3.928E-3	      80.00E-3
     3.932E-3	     0.0000	      3.932E-3	     0.0000
     3.936E-3	     0.0000	      3.936E-3	      80.00E-3
     3.940E-3	     0.0000	      3.940E-3	     0.0000
     3.944E-3	      80.00E-3	      3.944E-3	     0.0000
     3.948E-3	     0.0000	      3.948E-3	      80.00E-3
     3.952E-3	     0.0000	      3.952E-3	     0.0000
     3.956E-3	     0.0000	      3.956E-3	     0.0000
     3.960E-3	      80.00E-3	      3.960E-3	     0.0000
     3.964E-3	     0.0000	      3.964E-3	     0.0000
     3.968E-3	      80.00E-3	      3.968E-3	     0.0000
     3.972E-3	     0.0000	      3.972E-3	     0.0000
     3.976E-3	     0.0000	      3.976E-3	     0.0000
     3.980E-3	     0.0000	      3.980E-3	     0.0000
     3.984E-3	     0.0000	      3.984E-3	     0.0000
     3.988E-3	     0.0000	      3.988E-3	      80.00E-3
     3.992E-3	      80.00E-3	      3.992E-3	      80.00E-3
     3.996E-3	     0.0000	      3.996E-3	     0.0000
     4.000E-3	     0.0000	      4.000E-3	      80.00E-3
     4.004E-3	      80.00E-3	      4.004E-3	     0.0000
     4.008E-3	     0.0000	      4.008E-3	     0.0000
     4.012E-3	     0.0000	      4.012E-3	     0.0000
     4.016E-3	     0.0000	      4.016E-3	     0.0000
     4.020E-3	     0.0000	      4.020E-3	     0.0000
     4.024E-3	     0.0000	      4.024E-3	     0.0000
     4.028E-3	     0.0000	      4.028E-3	     0.0000
     4.032E-3	     0.0000	      4.032E-3	      80.00E-3
     4.036E-3	      80.00E-3	      4.036E-3	      80.00E-3
     4.040E-3	     0.0000	      4.040E-3	     0.0000
     4.044E-3	     0.0000	      4.044E-3	     0.0000
     4.048E-3	     0.0000	      4.048E-3	     0.0000
     4.052E-3	      80.00E-3	      4.052E-3	     0.0000
     4.056E-3	     0.0000	      4.056E-3	     0.0000
     4.060E-3	     0.0000	      4.060E-3	     0.0000
     4.064E-3	     0.0000	      4.064E-3	     0.0000
     4.068E-3	     0.0000	      4.068E-3	     0.0000
     4.072E-3	     0.0000	      4.072E-3	      80.00E-3
     4.076E-3	      80.00E-3	      4.076E-3	     0.0000
     4.080E-3	     0.0000	      4.080E-3	     0.0000
     4.084E-3	     0.0000	      4.084E-3	     0.0000
     4.088E-3	     0.0000	      4.088E-3	     0.0000
     4.092E-3	      80.00E-3	      4.092E-3	      80.00E-3
     4.096E-3	      80.00E-3	      4.096E-3	     0.0000
     4.100E-3	     0.0000	      4.100E-3	     0.0000
     4.104E-3	     0.0000	      4.104E-3	     0.0000
     4.108E-3	     0.0000	      4.108E-3	     0.0000
     4.112E-3	     0.0000	      4.112E-3	     0.0000
     4.116E-3	      80.00E-3	      4.116E-3	      80.00E-3
     4.120E-3	     0.0000	      4.120E-3	     0.0000
     4.124E-3	     0.0000	      4.124E-3	     0.0000
     4.128E-3	     -80.00E-3	      4.128E-3	     0.0000
     4.132E-3	     0.0000	      4.132E-3	     0.0000
     4.136E-3	      80.00E-3	      4.136E-3	     0.0000
     4.140E-3	      80.00E-3	      4.140E-3	     0.0000
     4.144E-3	     0.0000	      4.144E-3	      80.00E-3
     4.148E-3	     0.0000	      4.148E-3	      80.00E-3
     4.152E-3	      80.00E-3	      4.152E-3	     0.0000
     4.156E-3	      80.00E-3	      4.156E-3	     0.0000
     4.160E-3	     0.0000	      4.160E-3	     0.0000
     4.164E-3	     0.0000	      4.164E-3	     0.0000
     4.168E-3	     0.0000	      4.168E-3	     0.0000
     4.172E-3	     0.0000	      4.172E-3	     0.0000
     4.176E-3	     0.0000	      4.176E-3	      80.00E-3
     4.180E-3	     0.0000	      4.180E-3	     0.0000
     4.184E-3	     0.0000	      4.184E-3	     0.0000
     4.188E-3	     0.0000	      4.188E-3	     0.0000
     4.192E-3	      80.00E-3	      4.192E-3	      80.00E-3
     4.196E-3	     0.0000	      4.196E-3	     0.0000
     4.200E-3	     0.0000	      4.200E-3	     0.0000
     4.204E-3	     0.0000	      4.204E-3	     0.0000
     4.208E-3	     0.0000	      4.208E-3	     0.0000
     4.212E-3	     0.0000	      4.212E-3	     0.0000
     4.216E-3	     0.0000	      4.216E-3	      80.00E-3
     4.220E-3	      80.00E-3	      4.220E-3	     0.0000
     4.224E-3	      80.00E-3	      4.224E-3	     0.0000
     4.228E-3	     0.0000	      4.228E-3	      80.00E-3
     4.232E-3	     0.0000	      4.232E-3	     0.0000
     4.236E-3	     0.0000	      4.236E-3	     0.0000
     4.240E-3	      80.00E-3	      4.240E-3	     0.0000
     4.244E-3	     0.0000	      4.244E-3	     0.0000
     4.248E-3	      80.00E-3	      4.248E-3	      80.00E-3
     4.252E-3	      80.00E-3	      4.252E-3	      80.00E-3
     4.256E-3	     0.0000	      4.256E-3	     0.0000
     4.260E-3	     0.0000	      4.260E-3	     0.0000
     4.264E-3	      80.00E-3	      4.264E-3	      80.00E-3
     4.268E-3	      80.00E-3	      4.268E-3	     0.0000
     4.272E-3	     0.0000	      4.272E-3	     0.0000
     4.276E-3	     0.0000	      4.276E-3	      80.00E-3
     4.280E-3	     0.0000	      4.280E-3	      80.00E-3
     4.284E-3	     0.0000	      4.284E-3	     0.0000
     4.288E-3	     0.0000	      4.288E-3	     0.0000
     4.292E-3	     0.0000	      4.292E-3	     0.0000
     4.296E-3	      80.00E-3	      4.296E-3	      80.00E-3
     4.300E-3	     0.0000	      4.300E-3	      80.00E-3
     4.304E-3	     0.0000	      4.304E-3	      80.00E-3
     4.308E-3	     0.0000	      4.308E-3	     0.0000
     4.312E-3	      80.00E-3	      4.312E-3	     0.0000
     4.316E-3	      80.00E-3	      4.316E-3	     -80.00E-3
     4.320E-3	     0.0000	      4.320E-3	      80.00E-3
     4.324E-3	     0.0000	      4.324E-3	     0.0000
     4.328E-3	     0.0000	      4.328E-3	     0.0000
     4.332E-3	     0.0000	      4.332E-3	     0.0000
     4.336E-3	     0.0000	      4.336E-3	     0.0000
     4.340E-3	     0.0000	      4.340E-3	     0.0000
     4.344E-3	      80.00E-3	      4.344E-3	     0.0000
     4.348E-3	     0.0000	      4.348E-3	     0.0000
     4.352E-3	     0.0000	      4.352E-3	     0.0000
     4.356E-3	     0.0000	      4.356E-3	      80.00E-3
     4.360E-3	     0.0000	      4.360E-3	     0.0000
     4.364E-3	      80.00E-3	      4.364E-3	     0.0000
     4.368E-3	      80.00E-3	      4.368E-3	     0.0000
     4.372E-3	      80.00E-3	      4.372E-3	      80.00E-3
     4.376E-3	      80.00E-3	      4.376E-3	      80.00E-3
     4.380E-3	     0.0000	      4.380E-3	     0.0000
     4.384E-3	     0.0000	      4.384E-3	     0.0000
     4.388E-3	      80.00E-3	      4.388E-3	      80.00E-3
     4.392E-3	     0.0000	      4.392E-3	     0.0000
     4.396E-3	     0.0000	      4.396E-3	     0.0000
     4.400E-3	     0.0000	      4.400E-3	     0.0000
     4.404E-3	     0.0000	      4.404E-3	     0.0000
     4.408E-3	     0.0000	      4.408E-3	     0.0000
     4.412E-3	     0.0000	      4.412E-3	     0.0000
     4.416E-3	      80.00E-3	      4.416E-3	     0.0000
     4.420E-3	      80.00E-3	      4.420E-3	     0.0000
     4.424E-3	     0.0000	      4.424E-3	     0.0000
     4.428E-3	     0.0000	      4.428E-3	     0.0000
     4.432E-3	     0.0000	      4.432E-3	     0.0000
     4.436E-3	     0.0000	      4.436E-3	     0.0000
     4.440E-3	     0.0000	      4.440E-3	     0.0000
     4.444E-3	     0.0000	      4.444E-3	     0.0000
     4.448E-3	      80.00E-3	      4.448E-3	     0.0000
     4.452E-3	      80.00E-3	      4.452E-3	     0.0000
     4.456E-3	     0.0000	      4.456E-3	     0.0000
     4.460E-3	      80.00E-3	      4.460E-3	     0.0000
     4.464E-3	     0.0000	      4.464E-3	      80.00E-3
     4.468E-3	     0.0000	      4.468E-3	     0.0000
     4.472E-3	     0.0000	      4.472E-3	     0.0000
     4.476E-3	      80.00E-3	      4.476E-3	     0.0000
     4.480E-3	     -80.00E-3	      4.480E-3	     0.0000
     4.484E-3	     0.0000	      4.484E-3	     0.0000
     4.488E-3	     0.0000	      4.488E-3	     0.0000
     4.492E-3	      80.00E-3	      4.492E-3	      80.00E-3
     4.496E-3	     0.0000	      4.496E-3	     0.0000
     4.500E-3	     0.0000	      4.500E-3	     0.0000
     4.504E-3	     0.0000	      4.504E-3	     0.0000
     4.508E-3	     0.0000	      4.508E-3	     0.0000
     4.512E-3	     0.0000	      4.512E-3	      80.00E-3
     4.516E-3	     0.0000	      4.516E-3	      80.00E-3
     4.520E-3	     0.0000	      4.520E-3	     0.0000
     4.524E-3	      80.00E-3	      4.524E-3	      80.00E-3
     4.528E-3	     0.0000	      4.528E-3	     0.0000
     4.532E-3	     0.0000	      4.532E-3	     0.0000
     4.536E-3	     0.0000	      4.536E-3	     0.0000
     4.540E-3	     0.0000	      4.540E-3	     0.0000
     4.544E-3	     0.0000	      4.544E-3	     0.0000
     4.548E-3	      80.00E-3	      4.548E-3	     0.0000
     4.552E-3	     0.0000	      4.552E-3	      80.00E-3
     4.556E-3	      80.00E-3	      4.556E-3	     0.0000
     4.560E-3	     0.0000	      4.560E-3	      80.00E-3
     4.564E-3	     0.0000	      4.564E-3	     0.0000
     4.568E-3	     0.0000	      4.568E-3	     0.0000
     4.572E-3	      80.00E-3	      4.572E-3	      80.00E-3
     4.576E-3	     0.0000	      4.576E-3	      80.00E-3
     4.580E-3	     0.0000	      4.580E-3	     0.0000
     4.584E-3	     0.0000	      4.584E-3	     0.0000
     4.588E-3	     0.0000	      4.588E-3	     0.0000
     4.592E-3	     0.0000	      4.592E-3	     0.0000
     4.596E-3	     0.0000	      4.596E-3	      80.00E-3
     4.600E-3	     0.0000	      4.600E-3	      80.00E-3
     4.604E-3	     0.0000	      4.604E-3	      80.00E-3
     4.608E-3	     0.0000	      4.608E-3	      80.00E-3
     4.612E-3	     0.0000	      4.612E-3	     0.0000
     4.616E-3	     -80.00E-3	      4.616E-3	      80.00E-3
     4.620E-3	     0.0000	      4.620E-3	     0.0000
     4.624E-3	     0.0000	      4.624E-3	      80.00E-3
     4.628E-3	     0.0000	      4.628E-3	     0.0000
     4.632E-3	     0.0000	      4.632E-3	     0.0000
     4.636E-3	     0.0000	      4.636E-3	     0.0000
     4.640E-3	      80.00E-3	      4.640E-3	      80.00E-3
     4.644E-3	      80.00E-3	      4.644E-3	     0.0000
     4.648E-3	     0.0000	      4.648E-3	     0.0000
     4.652E-3	     0.0000	      4.652E-3	     0.0000
     4.656E-3	     0.0000	      4.656E-3	     0.0000
     4.660E-3	     0.0000	      4.660E-3	      80.00E-3
     4.664E-3	     0.0000	      4.664E-3	     0.0000
     4.668E-3	     0.0000	      4.668E-3	     0.0000
     4.672E-3	     0.0000	      4.672E-3	      80.00E-3
     4.676E-3	      80.00E-3	      4.676E-3	     0.0000
     4.680E-3	     0.0000	      4.680E-3	     0.0000
     4.684E-3	     0.0000	      4.684E-3	     0.0000
     4.688E-3	      80.00E-3	      4.688E-3	     0.0000
     4.692E-3	     0.0000	      4.692E-3	     0.0000
     4.696E-3	     0.0000	      4.696E-3	     0.0000
     4.700E-3	      80.00E-3	      4.700E-3	     0.0000
     4.704E-3	     0.0000	      4.704E-3	      80.00E-3
     4.708E-3	     0.0000	      4.708E-3	      80.00E-3
     4.712E-3	     0.0000	      4.712E-3	     0.0000
     4.716E-3	     0.0000	      4.716E-3	      80.00E-3
     4.720E-3	     0.0000	      4.720E-3	      80.00E-3
     4.724E-3	     0.0000	      4.724E-3	     0.0000
     4.728E-3	     0.0000	      4.728E-3	     0.0000
     4.732E-3	     0.0000	      4.732E-3	     0.0000
     4.736E-3	     0.0000	      4.736E-3	     0.0000
     4.740E-3	      80.00E-3	      4.740E-3	     0.0000
     4.744E-3	      80.00E-3	      4.744E-3	     0.0000
     4.748E-3	     -80.00E-3	      4.748E-3	     0.0000
     4.752E-3	     0.0000	      4.752E-3	      80.00E-3
     4.756E-3	     0.0000	      4.756E-3	     0.0000
     4.760E-3	     0.0000	      4.760E-3	     0.0000
     4.764E-3	     0.0000	      4.764E-3	     0.0000
     4.768E-3	      80.00E-3	      4.768E-3	     0.0000
     4.772E-3	      80.00E-3	      4.772E-3	     0.0000
     4.776E-3	     0.0000	      4.776E-3	     0.0000
     4.780E-3	     0.0000	      4.780E-3	     0.0000
     4.784E-3	     0.0000	      4.784E-3	     0.0000
     4.788E-3	     0.0000	      4.788E-3	     0.0000
     4.792E-3	      80.00E-3	      4.792E-3	      80.00E-3
     4.796E-3	     0.0000	      4.796E-3	      80.00E-3
     4.800E-3	     0.0000	      4.800E-3	      80.00E-3
     4.804E-3	     0.0000	      4.804E-3	     0.0000
     4.808E-3	      80.00E-3	      4.808E-3	     0.0000
     4.812E-3	     0.0000	      4.812E-3	      80.00E-3
     4.816E-3	     0.0000	      4.816E-3	      80.00E-3
     4.820E-3	     0.0000	      4.820E-3	      80.00E-3
     4.824E-3	     0.0000	      4.824E-3	     0.0000
     4.828E-3	     0.0000	      4.828E-3	     0.0000
     4.832E-3	     0.0000	      4.832E-3	     0.0000
     4.836E-3	     0.0000	      4.836E-3	     0.0000
     4.840E-3	     0.0000	      4.840E-3	     0.0000
     4.844E-3	     0.0000	      4.844E-3	      80.00E-3
     4.848E-3	     0.0000	      4.848E-3	     0.0000
     4.852E-3	     0.0000	      4.852E-3	     0.0000
     4.856E-3	     0.0000	      4.856E-3	      80.00E-3
     4.860E-3	     0.0000	      4.860E-3	     0.0000
     4.864E-3	     0.0000	      4.864E-3	     0.0000
     4.868E-3	     0.0000	      4.868E-3	     0.0000
     4.872E-3	     0.0000	      4.872E-3	      80.00E-3
     4.876E-3	     0.0000	      4.876E-3	     0.0000
     4.880E-3	     0.0000	      4.880E-3	     0.0000
     4.884E-3	     0.0000	      4.884E-3	     0.0000
     4.888E-3	      80.00E-3	      4.888E-3	     0.0000
     4.892E-3	     0.0000	      4.892E-3	     0.0000
     4.896E-3	     0.0000	      4.896E-3	     0.0000
     4.900E-3	     0.0000	      4.900E-3	     0.0000
     4.904E-3	     0.0000	      4.904E-3	     0.0000
     4.908E-3	      80.00E-3	      4.908E-3	     0.0000
     4.912E-3	     0.0000	      4.912E-3	     0.0000
     4.916E-3	     0.0000	      4.916E-3	     0.0000
     4.920E-3	      80.00E-3	      4.920E-3	     0.0000
     4.924E-3	     0.0000	      4.924E-3	     0.0000
     4.928E-3	     0.0000	      4.928E-3	     0.0000
     4.932E-3	      80.00E-3	      4.932E-3	     0.0000
     4.936E-3	     0.0000	      4.936E-3	      80.00E-3
     4.940E-3	     0.0000	      4.940E-3	     0.0000
     4.944E-3	     0.0000	      4.944E-3	     0.0000
     4.948E-3	     0.0000	      4.948E-3	     0.0000
     4.952E-3	     0.0000	      4.952E-3	     0.0000
     4.956E-3	     0.0000	      4.956E-3	     -3.840
     4.960E-3	      4.480	      4.960E-3	     -800.0E-3
     4.964E-3	      4.560	      4.964E-3	     -160.0E-3
     4.968E-3	      4.560	      4.968E-3	     0.0000
     4.972E-3	      4.560	      4.972E-3	     0.0000
     4.976E-3	      4.560	      4.976E-3	     0.0000
     4.980E-3	      4.560	      4.980E-3	     0.0000
     4.984E-3	      4.560	      4.984E-3	     0.0000
     4.988E-3	      4.480	      4.988E-3	     0.0000
     4.992E-3	      4.560	      4.992E-3	     0.0000
     4.996E-3	      4.560	      4.996E-3	     0.0000
     5.000E-3	      4.560	      5.000E-3	     0.0000
     5.004E-3	      4.560	      5.004E-3	     0.0000
     5.008E-3	      4.560	      5.008E-3	     0.0000
     5.012E-3	      4.560	      5.012E-3	     0.0000
     5.016E-3	      4.560	      5.016E-3	     0.0000
     5.020E-3	      4.640	      5.020E-3	     0.0000
     5.024E-3	      4.560	      5.024E-3	     0.0000
     5.028E-3	      4.560	      5.028E-3	     0.0000
     5.032E-3	      4.560	      5.032E-3	      80.00E-3
     5.036E-3	      4.560	      5.036E-3	      80.00E-3
     5.040E-3	      4.560	      5.040E-3	     0.0000
     5.044E-3	      4.560	      5.044E-3	     0.0000
     5.048E-3	      4.560	      5.048E-3	     0.0000
     5.052E-3	      4.560	      5.052E-3	     0.0000
     5.056E-3	      4.560	      5.056E-3	      80.00E-3
     5.060E-3	      4.560	      5.060E-3	     0.0000
     5.064E-3	      4.560	      5.064E-3	      80.00E-3
     5.068E-3	      4.480	      5.068E-3	     0.0000
     5.072E-3	      4.560	      5.072E-3	     0.0000
     5.076E-3	      4.560	      5.076E-3	     0.0000
     5.080E-3	      4.560	      5.080E-3	     0.0000
     5.084E-3	      4.560	      5.084E-3	     0.0000
     5.088E-3	      4.640	      5.088E-3	     0.0000
     5.092E-3	      4.560	      5.092E-3	     0.0000
     5.096E-3	      4.640	      5.096E-3	     0.0000
     5.100E-3	      4.560	      5.100E-3	      80.00E-3
     5.104E-3	      4.560	      5.104E-3	     0.0000
     5.108E-3	      4.560	      5.108E-3	     0.0000
     5.112E-3	      4.560	      5.112E-3	     0.0000
     5.116E-3	      4.560	      5.116E-3	     0.0000
     5.120E-3	      4.560	      5.120E-3	     0.0000
     5.124E-3	      4.560	      5.124E-3	     0.0000
     5.128E-3	      4.560	      5.128E-3	      80.00E-3
     5.132E-3	      4.560	      5.132E-3	     0.0000
     5.136E-3	      4.480	      5.136E-3	     0.0000
     5.140E-3	      4.560	      5.140E-3	     0.0000
     5.144E-3	      4.560	      5.144E-3	     0.0000
     5.148E-3	      4.560	      5.148E-3	     0.0000
     5.152E-3	      4.560	      5.152E-3	     0.0000
     5.156E-3	      4.560	      5.156E-3	     0.0000
     5.160E-3	      4.560	      5.160E-3	     0.0000
     5.164E-3	      4.560	      5.164E-3	     0.0000
     5.168E-3	      4.560	      5.168E-3	     0.0000
     5.172E-3	      4.560	      5.172E-3	     0.0000
     5.176E-3	      4.480	      5.176E-3	     0.0000
     5.180E-3	      4.560	      5.180E-3	     0.0000
     5.184E-3	      4.560	      5.184E-3	     0.0000
     5.188E-3	      4.560	      5.188E-3	     0.0000
     5.192E-3	      4.560	      5.192E-3	     0.0000
     5.196E-3	      4.560	      5.196E-3	     0.0000
     5.200E-3	      4.480	      5.200E-3	     0.0000
     5.204E-3	      4.560	      5.204E-3	     0.0000
     5.208E-3	      4.640	      5.208E-3	      80.00E-3
     5.212E-3	      4.560	      5.212E-3	     0.0000
     5.216E-3	      4.560	      5.216E-3	     0.0000
     5.220E-3	      4.560	      5.220E-3	     0.0000
     5.224E-3	      4.560	      5.224E-3	      80.00E-3
     5.228E-3	      4.560	      5.228E-3	      80.00E-3
     5.232E-3	      4.560	      5.232E-3	     0.0000
     5.236E-3	      4.560	      5.236E-3	     0.0000
     5.240E-3	      4.560	      5.240E-3	     0.0000
     5.244E-3	      4.560	      5.244E-3	      80.00E-3
     5.248E-3	      4.560	      5.248E-3	     0.0000
     5.252E-3	      4.560	      5.252E-3	     0.0000
     5.256E-3	      4.640	      5.256E-3	     0.0000
     5.260E-3	      4.560	      5.260E-3	     0.0000
     5.264E-3	      4.560	      5.264E-3	      80.00E-3
     5.268E-3	      4.560	      5.268E-3	      80.00E-3
     5.272E-3	      4.560	      5.272E-3	     0.0000
     5.276E-3	      4.560	      5.276E-3	     0.0000
     5.280E-3	      4.560	      5.280E-3	     0.0000
     5.284E-3	      4.560	      5.284E-3	     0.0000
     5.288E-3	      4.560	      5.288E-3	     0.0000
     5.292E-3	      4.560	      5.292E-3	     0.0000
     5.296E-3	      4.560	      5.296E-3	     0.0000
     5.300E-3	      4.560	      5.300E-3	     0.0000
     5.304E-3	      4.560	      5.304E-3	     0.0000
     5.308E-3	      4.560	      5.308E-3	     0.0000
     5.312E-3	      4.560	      5.312E-3	      80.00E-3
     5.316E-3	      4.640	      5.316E-3	     0.0000
     5.320E-3	      4.640	      5.320E-3	     0.0000
     5.324E-3	      4.560	      5.324E-3	     0.0000
     5.328E-3	      4.560	      5.328E-3	     0.0000
     5.332E-3	      4.480	      5.332E-3	     0.0000
     5.336E-3	      4.560	      5.336E-3	      80.00E-3
     5.340E-3	      4.480	      5.340E-3	     0.0000
     5.344E-3	      4.560	      5.344E-3	     0.0000
     5.348E-3	      4.560	      5.348E-3	     0.0000
     5.352E-3	      4.560	      5.352E-3	     0.0000
     5.356E-3	      4.560	      5.356E-3	     0.0000
     5.360E-3	      4.560	      5.360E-3	     0.0000
     5.364E-3	      4.560	      5.364E-3	     0.0000
     5.368E-3	      4.560	      5.368E-3	     0.0000
     5.372E-3	      4.560	      5.372E-3	      80.00E-3
     5.376E-3	      4.560	      5.376E-3	     0.0000
     5.380E-3	      4.560	      5.380E-3	     0.0000
     5.384E-3	      4.560	      5.384E-3	     0.0000
     5.388E-3	      4.560	      5.388E-3	     0.0000
     5.392E-3	      4.560	      5.392E-3	     0.0000
     5.396E-3	      4.480	      5.396E-3	     0.0000
     5.400E-3	      4.560	      5.400E-3	     0.0000
     5.404E-3	      4.560	      5.404E-3	     0.0000
     5.408E-3	      4.560	      5.408E-3	     0.0000
     5.412E-3	      4.480	      5.412E-3	     0.0000
     5.416E-3	      4.560	      5.416E-3	     0.0000
     5.420E-3	      4.560	      5.420E-3	     0.0000
     5.424E-3	      4.560	      5.424E-3	     0.0000
     5.428E-3	      4.560	      5.428E-3	     0.0000
     5.432E-3	      4.560	      5.432E-3	     0.0000
     5.436E-3	      4.560	      5.436E-3	     0.0000
     5.440E-3	      4.560	      5.440E-3	     0.0000
     5.444E-3	      4.560	      5.444E-3	     0.0000
     5.448E-3	      4.640	      5.448E-3	      80.00E-3
     5.452E-3	      4.480	      5.452E-3	     0.0000
     5.456E-3	      4.560	      5.456E-3	     0.0000
     5.460E-3	      4.560	      5.460E-3	     0.0000
     5.464E-3	      4.560	      5.464E-3	     0.0000
     5.468E-3	      4.560	      5.468E-3	     0.0000
     5.472E-3	      4.560	      5.472E-3	     0.0000
     5.476E-3	      4.560	      5.476E-3	     0.0000
     5.480E-3	      4.560	      5.480E-3	     0.0000
     5.484E-3	      4.560	      5.484E-3	      80.00E-3
     5.488E-3	      4.560	      5.488E-3	      80.00E-3
     5.492E-3	      4.560	      5.492E-3	     0.0000
     5.496E-3	      4.480	      5.496E-3	      80.00E-3
     5.500E-3	      4.560	      5.500E-3	     0.0000
     5.504E-3	      4.560	      5.504E-3	     0.0000
     5.508E-3	      4.640	      5.508E-3	     0.0000
     5.512E-3	      4.560	      5.512E-3	     0.0000
     5.516E-3	      4.560	      5.516E-3	     0.0000
     5.520E-3	      4.560	      5.520E-3	     0.0000
     5.524E-3	      4.560	      5.524E-3	      80.00E-3
     5.528E-3	      4.560	      5.528E-3	     0.0000
     5.532E-3	      4.560	      5.532E-3	     0.0000
     5.536E-3	      4.560	      5.536E-3	      80.00E-3
     5.540E-3	      4.560	      5.540E-3	     0.0000
     5.544E-3	      4.560	      5.544E-3	     0.0000
     5.548E-3	      4.560	      5.548E-3	     0.0000
     5.552E-3	      4.560	      5.552E-3	     0.0000
     5.556E-3	      4.560	      5.556E-3	     0.0000
     5.560E-3	      4.560	      5.560E-3	      80.00E-3
     5.564E-3	      4.560	      5.564E-3	     0.0000
     5.568E-3	      4.560	      5.568E-3	     0.0000
     5.572E-3	      4.560	      5.572E-3	     0.0000
     5.576E-3	      4.560	      5.576E-3	     0.0000
     5.580E-3	      4.560	      5.580E-3	      80.00E-3
     5.584E-3	      4.560	      5.584E-3	     0.0000
     5.588E-3	      4.560	      5.588E-3	      80.00E-3
     5.592E-3	      4.640	      5.592E-3	     0.0000
     5.596E-3	      4.560	      5.596E-3	     0.0000
     5.600E-3	      4.560	      5.600E-3	      80.00E-3
     5.604E-3	      4.560	      5.604E-3	     0.0000
     5.608E-3	      4.560	      5.608E-3	      80.00E-3
     5.612E-3	      4.560	      5.612E-3	     0.0000
     5.616E-3	      4.560	      5.616E-3	     0.0000
     5.620E-3	      4.560	      5.620E-3	     0.0000
     5.624E-3	      4.560	      5.624E-3	     0.0000
     5.628E-3	      4.560	      5.628E-3	     0.0000
     5.632E-3	      4.560	      5.632E-3	      80.00E-3
     5.636E-3	      4.560	      5.636E-3	     0.0000
     5.640E-3	      4.560	      5.640E-3	     0.0000
     5.644E-3	      4.560	      5.644E-3	     0.0000
     5.648E-3	      4.560	      5.648E-3	     0.0000
     5.652E-3	      4.560	      5.652E-3	      80.00E-3
     5.656E-3	      4.560	      5.656E-3	     0.0000
     5.660E-3	      4.560	      5.660E-3	     0.0000
     5.664E-3	      4.560	      5.664E-3	      80.00E-3
     5.668E-3	      4.560	      5.668E-3	     0.0000
     5.672E-3	      4.560	      5.672E-3	     0.0000
     5.676E-3	      4.560	      5.676E-3	      80.00E-3
     5.680E-3	      4.560	      5.680E-3	     0.0000
     5.684E-3	      4.560	      5.684E-3	      80.00E-3
     5.688E-3	      4.480	      5.688E-3	      80.00E-3
     5.692E-3	      4.560	      5.692E-3	     0.0000
     5.696E-3	      4.560	      5.696E-3	     0.0000
     5.700E-3	      4.560	      5.700E-3	     0.0000
     5.704E-3	      4.560	      5.704E-3	      80.00E-3
     5.708E-3	      4.560	      5.708E-3	     0.0000
     5.712E-3	      4.560	      5.712E-3	     0.0000
     5.716E-3	      4.560	      5.716E-3	     0.0000
     5.720E-3	      4.560	      5.720E-3	     0.0000
     5.724E-3	      4.640	      5.724E-3	      80.00E-3
     5.728E-3	      4.560	      5.728E-3	      80.00E-3
     5.732E-3	      4.480	      5.732E-3	     0.0000
     5.736E-3	      4.560	      5.736E-3	     0.0000
     5.740E-3	      4.640	      5.740E-3	     0.0000
     5.744E-3	      4.480	      5.744E-3	     0.0000
     5.748E-3	      4.560	      5.748E-3	     0.0000
     5.752E-3	      4.640	      5.752E-3	      80.00E-3
     5.756E-3	      4.480	      5.756E-3	      80.00E-3
     5.760E-3	      4.560	      5.760E-3	      80.00E-3
     5.764E-3	      4.560	      5.764E-3	     0.0000
     5.768E-3	      4.560	      5.768E-3	     0.0000
     5.772E-3	      4.560	      5.772E-3	     0.0000
     5.776E-3	      4.560	      5.776E-3	     0.0000
     5.780E-3	      4.560	      5.780E-3	      80.00E-3
     5.784E-3	      4.560	      5.784E-3	     0.0000
     5.788E-3	      4.560	      5.788E-3	     0.0000
     5.792E-3	      4.640	      5.792E-3	      80.00E-3
     5.796E-3	      4.560	      5.796E-3	     0.0000
     5.800E-3	      4.560	      5.800E-3	     0.0000
     5.804E-3	      4.560	      5.804E-3	     0.0000
     5.808E-3	      4.560	      5.808E-3	      80.00E-3
     5.812E-3	      4.480	      5.812E-3	     0.0000
     5.816E-3	      4.560	      5.816E-3	     0.0000
     5.820E-3	      4.560	      5.820E-3	     0.0000
     5.824E-3	      4.560	      5.824E-3	     0.0000
     5.828E-3	      4.560	      5.828E-3	      80.00E-3
     5.832E-3	      4.640	      5.832E-3	     0.0000
     5.836E-3	      4.560	      5.836E-3	     0.0000
